date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
9/28/2017,28643870,28360840,114539892.8,30019760,29802096,109971536.1,24043321,23818167,110256366.4,9622669,9323602,115170112.5,102119411,101914693,107986151.5,21270903,-9294048,54715909.24,26713343,18371520,94865073.15,26463166,17405286,94220816.58,5666975,-45234191,17122343.38,16605469,-9471117,66021386.18
9/29/2017,30618419.75,30306033.69,114448427.5,26564504.54,26324129.46,110109308.8,21027675.74,20775346.66,110244322.1,-62268.686,-385941.0081,115158791.1,107766022.8,107551140.1,107551140.1,14620168.33,-2956088.188,37240754.09,22603108.86,14096425.01,86677920.77,21015916.28,12340489.79,85844076.4,-12266.809,-15035175.3,2145959.444,12690741.21,376719.0577,53789965.61
9/30/2017,30618419.75,30306033.69,114448427.5,26564504.54,26324129.46,110109308.8,21027675.74,20775346.66,110244322.1,-62268.686,-385941.0081,115158791.1,107766022.8,107551140.1,107551140.1,14620168.33,-2956088.188,37240754.09,22603108.86,14096425.01,86677920.77,21015916.28,12340489.79,85844076.4,-12266.809,-15035175.3,2145959.444,12690741.21,376719.0577,53789965.61
10/1/2017,30618419.75,30306033.69,114448427.5,26564504.54,26324129.46,110109308.8,21027675.74,20775346.66,110244322.1,-62268.686,-385941.0081,115158791.1,107766022.8,107551140.1,107551140.1,14620168.33,-2956088.188,37240754.09,22603108.86,14096425.01,86677920.77,21015916.28,12340489.79,85844076.4,-12266.809,-15035175.3,2145959.444,12690741.21,376719.0577,53789965.61
10/2/2017,30746807,30434421,115629619.5,26672759,26432384,110991752.1,21074128,20821798,111338345.2,13118,-310554,116591567.5,108678082,108463199,108463198.8,14681472,-2894785,37804999.34,22670122,14163438,87436214.18,21105097,12429671,86648191.14,-1093,-15024001,2358977.796,12933447,619425,54373924.02
10/3/2017,30764289,30451903,115861465.7,26660883,26420508,111190639.3,21145656,20893327,111555573.5,65756,-257917,116803828.1,108912122,108697240,108697239.7,14689785,-2886472,37915709.34,22668598,14161914,87626443,21050926,12375499,86788739.03,6731,-15016177,2390529.942,12984827,670805,54483616.6
10/4/2017,30970870,30658484,115937975.2,26685278,26444903,111209295.1,21207594,20955265,111453494.2,-96620,-420292,116765030,109216972,109002089,109002089.4,14788428,-2787829,37952231.14,22655210,14148526,87602174.17,21129619,12454192,86777544.15,-17408,-15040317,2384767.325,12847225,533203,54425782.46
10/5/2017,30953818,30641432,116146935.2,26845416,26605041,111536034.3,21294710,21042381,111827440.8,-22052,-345725,117092929.3,109295238,109080356,109080355.7,14780301,-2795956,38052068.13,22787102,14280418,87869220.81,21217198,12541772,87078134.98,-6329,-15029237,2433515.341,12942592,628570,54658573.03
10/6/2017,31169682,30857296,116038681.2,26869573,26629198,111237512.8,21348705,21096376,111614631,249806,-73866,116760707.7,108935369,108720487,108720486.6,14883422,-2692834,38000341.66,22804395,14297712,87608189.45,21221111,12545684,86830986.24,34096,-14988813,2384118.29,12910824,596802,54499419.88
10/7/2017,31169682,30857296,116038681.2,26869573,26629198,111237512.8,21348705,21096376,111614631,249806,-73866,116760707.7,108935369,108720487,108720486.6,14883422,-2692834,38000341.66,22804395,14297712,87608189.45,21221111,12545684,86830986.24,34096,-14988813,2384118.29,12910824,596802,54499419.88
10/8/2017,31169682,30857296,116038681.2,26869573,26629198,111237512.8,21348705,21096376,111614631,249806,-73866,116760707.7,108935369,108720487,108720486.6,14883422,-2692834,38000341.66,22804395,14297712,87608189.45,21221111,12545684,86830986.24,34096,-14988813,2384118.29,12910824,596802,54499419.88
10/9/2017,30955588,30643202,115549085.5,26732771,26492396,110865089.4,21228763,20976434,111295571.2,255550,-68122,116333373.7,108844783,108629900,108629900.5,14781158,-2795098,37766482.1,22744512,14237828,87321048.35,21080345,12404919,86461968.48,34954,-14987955,2320587.806,12817898,503876,54335773.27
10/10/2017,31135739,30823353,115930995.6,26851295,26610920,111079702.7,21391210,21138881,111713073,538157,214485,116474949.6,109116197,108901314,108901313.9,14867195,-2709061,37948907.22,22839159,14332475,87527137.48,21196406,12520980,86704980.56,76972,-14945937,2341626.044,12880788,566766,54603248.46
10/11/2017,31193820,30881434,115915660,26787925,26547550,111124361.8,21405039,21152710,111779829.8,488333,164661,116354918.2,109403563,109188680,109188680.3,14894921,-2681336,37941546.8,22854011,14347327,87549462.09,21160622,12485196,86658774.94,69572,-14953336,2323771.347,12828457,514435,54612603.95
10/12/2017,31209658,30897272,115661356.7,26797179,26556804,111082436.9,21403233,21150904,111600603.2,535257,211585,115846512.2,109568051,109353168,109353168.2,14902495,-2673762,37820052.52,22875967,14369283,87507173.67,21108045,12432618,86535412.13,76556,-14946352,2248182.131,12789835,475813,54518286.07
10/13/2017,31355396,31043010,115717000.9,26937543,26697168,111168656,21516584,21264255,111618948.7,644981,321309,115715923.5,109293625,109078742,109078742.4,14972106,-2604151,37846631.93,23015963,14509279,87571211.31,21195635,12520209,86621226.17,92878,-14930031,2228766.348,12735690,421668,54539474.39
10/14/2017,31355396,31043010,115717000.9,26937543,26697168,111168656,21516584,21264255,111618948.7,644981,321309,115715923.5,109293625,109078742,109078742.4,14972106,-2604151,37846631.93,23015963,14509279,87571211.31,21195635,12520209,86621226.17,92878,-14930031,2228766.348,12735690,421668,54539474.39
10/15/2017,31355396,31043010,115717000.9,26937543,26697168,111168656,21516584,21264255,111618948.7,644981,321309,115715923.5,109293625,109078742,109078742.4,14972106,-2604151,37846631.93,23015963,14509279,87571211.31,21195635,12520209,86621226.17,92878,-14930031,2228766.348,12735690,421668,54539474.39
10/16/2017,31500366,31187980,115855426,27048287,26807912,111219185,21590738,21338409,111732083,947443,623771,115664833.7,108811439,108596557,108596556.6,15041345,-2534911,37912769.27,23094172,14587488,87589831.3,21246890,12571464,86691153.11,137840,-14885069,2221168.764,12780466,466444,54601490.12
10/17/2017,31533572,31221186,115701242.6,27086864,26846489,111217949.7,21624665,21372336,111559962.8,760969,437296,115425826.3,109078012,108863129,108863129.2,15057224,-2519032,37839140.7,23148743,14642059,87564081.2,21303741,12628315,86633690.93,110123,-14912786,2185632.905,12673881,359858,54470049.95
10/18/2017,31541119,31228733,115997574.6,27085064,26844689,111534904.7,21658230,21405901,111885475.4,765318,441645,115682617.3,109427239,109212357,109212356.5,15060817,-2515439,37980694.53,23136793,14630109,87813962.07,21326134,12650708,86935999.63,110758,-14912150,2223806.047,12795317,481295,54636556.16
10/19/2017,31609684,31297298,115743004.8,27208713,26968338,111517836.5,21746568,21494239,111742327.4,872806,549134,115555412.9,109364695,109149812,109149811.8,15093448,-2482809,37858965.33,23221030,14714346,87802943.27,21439249,12763822,86923697.53,126730,-14896178,2204885.013,12863895,549873,54552336.64
10/20/2017,32258599,31946213,116790189.7,27594510,27354135,112324139.8,22108434,21856105,112592462.8,1283761,960089,116688852,109720995,109506113,109506112.7,15403352,-2172904,38359153.71,23526096,15019412,88505392.49,21872109,13196683,87771798.75,187809,-14835099,2373382.955,13021297,707275,54917819.38
10/21/2017,32258599,31946213,116790189.7,27594510,27354135,112324139.8,22108434,21856105,112592462.8,1283761,960089,116688852,109720995,109506113,109506112.7,15403352,-2172904,38359153.71,23526096,15019412,88505392.49,21872109,13196683,87771798.75,187809,-14835099,2373382.955,13021297,707275,54917819.38
10/22/2017,32258599,31946213,116790189.7,27594510,27354135,112324139.8,22108434,21856105,112592462.8,1283761,960089,116688852,109720995,109506113,109506112.7,15403352,-2172904,38359153.71,23526096,15019412,88505392.49,21872109,13196683,87771798.75,187809,-14835099,2373382.955,13021297,707275,54917819.38
10/23/2017,32246928,31934542,116399472.6,27646860,27406485,111916719.2,22125466,21873137,112086903.3,1262158,938486,116139260.8,109834958,109620076,109620075.7,15397810,-2178446,38172539.07,23564138,15057454,88158898.44,21927331,13251904,87443635.69,184609,-14838300,2291680.083,12807958,493936,54618968.48
10/24/2017,32228171,31915785,116527407.4,27615006,27374631,112211190.2,22132107,21879778,112309735.4,1199307,875634,116338235.1,109350516,109135634,109135633.5,15388832,-2187425,38233637.27,23514352,15007668,88350921.19,21910205,13234779,87684709.23,175264,-14847645,2321256.443,12941828,627805,54706735.65
10/25/2017,32230065,31917679,115876065.2,27526206,27285831,111506609.6,22076933,21824604,111766297.7,1026664,702992,115554220.1,109081468,108866585,108866585.2,15389776,-2186481,37922534.12,23408216,14901532,87754041.08,21833729,13158303,87069535.57,149613,-14873295,2204703.433,12950057,636035,54396774.31
